Folder,Base,Mixed,BaseValue,MixedValue,Difference
10304_results,LHS,LHS+Max Comp,83,76,-7
10304_results,LHS,LHS+Min Comp,83,71,-12
10304_results,LHS,LHS+Centroids_saturation_high,83,56,-27
10304_results,LHS,LHS+Centroids_saturation_medium,83,82,-1
10304_results,LHS,LHS+Centroids_saturation_low,83,75,-8
10304_results,LHS,LHS+Random,83,73,-10
10304_results,LHS,LHS+K-Means,83,84,1
10304_results,LHS,LHS+Farthest,83,80,-3
10304_results,LHS,LHS+ODAL,83,100,17
10304_results,LHS,LHS+K-Center,83,82,-1
10304_results,K-Means,K-Means+Top5Similarity,100,76,-24
10304_results,K-Means,K-Means+Max Comp,100,84,-16
10304_results,K-Means,K-Means+Min Comp,100,68,-32
10304_results,K-Means,K-Means+Centroids_saturation_high,100,77,-23
10304_results,K-Means,K-Means+Centroids_saturation_medium,100,75,-25
10304_results,K-Means,K-Means+Centroids_saturation_low,100,73,-27
10304_results,K-Means,K-Means+Random,100,64,-36
10304_results,K-Means,K-Means+LHS,100,84,-16
10304_results,K-Means,K-Means+Farthest,100,69,-31
10304_results,K-Means,K-Means+ODAL,100,72,-28
10304_results,K-Means,K-Means+K-Center,100,75,-25
10304_results,Farthest,Farthest+Top5Similarity,100,65,-35
10304_results,Farthest,Farthest+Max Comp,100,100,0
10304_results,Farthest,Farthest+Min Comp,100,68,-32
10304_results,Farthest,Farthest+Centroids_saturation_high,100,75,-25
10304_results,Farthest,Farthest+Centroids_saturation_medium,100,68,-32
10304_results,Farthest,Farthest+Centroids_saturation_low,100,69,-31
10304_results,Farthest,Farthest+Random,100,78,-22
10304_results,Farthest,Farthest+LHS,100,80,-20
10304_results,Farthest,Farthest+K-Means,100,69,-31
10304_results,Farthest,Farthest+ODAL,100,69,-31
10304_results,Farthest,Farthest+K-Center,100,67,-33
10304_results,ODAL,ODAL+Top5Similarity,100,100,0
10304_results,ODAL,ODAL+Max Comp,100,70,-30
10304_results,ODAL,ODAL+Min Comp,100,69,-31
10304_results,ODAL,ODAL+Centroids_saturation_high,100,72,-28
10304_results,ODAL,ODAL+Centroids_saturation_medium,100,73,-27
10304_results,ODAL,ODAL+Centroids_saturation_low,100,67,-33
10304_results,ODAL,ODAL+Random,100,67,-33
10304_results,ODAL,ODAL+LHS,100,100,0
10304_results,ODAL,ODAL+K-Means,100,72,-28
10304_results,ODAL,ODAL+Farthest,100,69,-31
10304_results,ODAL,ODAL+K-Center,100,73,-27
10304_results,K-Center,K-Center+Top5Similarity,79,53,-26
10304_results,K-Center,K-Center+Max Comp,79,73,-6
10304_results,K-Center,K-Center+Min Comp,79,67,-12
10304_results,K-Center,K-Center+Centroids_saturation_high,79,82,3
10304_results,K-Center,K-Center+Centroids_saturation_medium,79,68,-11
10304_results,K-Center,K-Center+Centroids_saturation_low,79,72,-7
10304_results,K-Center,K-Center+Random,79,67,-12
10304_results,K-Center,K-Center+LHS,79,84,5
10304_results,K-Center,K-Center+K-Means,79,75,-4
10304_results,K-Center,K-Center+Farthest,79,67,-12
10304_results,K-Center,K-Center+ODAL,79,73,-6
10311_results,Top5Similarity,Top5Similarity+Max Comp,100,37,-63
10311_results,Top5Similarity,Top5Similarity+Min Comp,100,33,-67
10311_results,Top5Similarity,Top5Similarity+Centroids_saturation_high,100,79,-21
10311_results,Top5Similarity,Top5Similarity+Centroids_saturation_medium,100,62,-38
10311_results,Top5Similarity,Top5Similarity+Centroids_saturation_low,100,76,-24
10311_results,Top5Similarity,Top5Similarity+Random,100,63,-37
10311_results,Top5Similarity,Top5Similarity+LHS,100,90,-10
10311_results,Top5Similarity,Top5Similarity+K-Means,100,100,0
10311_results,Top5Similarity,Top5Similarity+Farthest,100,45,-55
10311_results,Top5Similarity,Top5Similarity+ODAL,100,47,-53
10311_results,Top5Similarity,Top5Similarity+K-Center,100,54,-46
10311_results,Max Comp,Max Comp+Top5Similarity,36,37,1
10311_results,Max Comp,Max Comp+Min Comp,36,40,4
10311_results,Max Comp,Max Comp+Centroids_saturation_high,36,72,36
10311_results,Max Comp,Max Comp+Centroids_saturation_medium,36,49,13
10311_results,Max Comp,Max Comp+Centroids_saturation_low,36,51,15
10311_results,Max Comp,Max Comp+Random,36,52,16
10311_results,Max Comp,Max Comp+LHS,36,67,31
10311_results,Max Comp,Max Comp+K-Means,36,59,23
10311_results,Max Comp,Max Comp+Farthest,36,52,16
10311_results,Max Comp,Max Comp+ODAL,36,43,7
10311_results,Max Comp,Max Comp+K-Center,36,36,0
10311_results,Min Comp,Min Comp+Top5Similarity,92,33,-59
10311_results,Min Comp,Min Comp+Max Comp,92,40,-52
10311_results,Min Comp,Min Comp+Centroids_saturation_high,92,41,-51
10311_results,Min Comp,Min Comp+Centroids_saturation_medium,92,40,-52
10311_results,Min Comp,Min Comp+Centroids_saturation_low,92,45,-47
10311_results,Min Comp,Min Comp+Random,92,42,-50
10311_results,Min Comp,Min Comp+LHS,92,42,-50
10311_results,Min Comp,Min Comp+K-Means,92,58,-34
10311_results,Min Comp,Min Comp+Farthest,92,50,-42
10311_results,Min Comp,Min Comp+ODAL,92,42,-50
10311_results,Min Comp,Min Comp+K-Center,92,44,-48
10311_results,Centroids_saturation_high,Centroids_saturation_high+Top5Similarity,100,79,-21
10311_results,Centroids_saturation_high,Centroids_saturation_high+Max Comp,100,72,-28
10311_results,Centroids_saturation_high,Centroids_saturation_high+Min Comp,100,41,-59
10311_results,Centroids_saturation_high,Centroids_saturation_high+Centroids_saturation_medium,100,100,0
10311_results,Centroids_saturation_high,Centroids_saturation_high+Centroids_saturation_low,100,100,0
10311_results,Centroids_saturation_high,Centroids_saturation_high+Random,100,100,0
10311_results,Centroids_saturation_high,Centroids_saturation_high+LHS,100,100,0
10311_results,Centroids_saturation_high,Centroids_saturation_high+K-Means,100,89,-11
10311_results,Centroids_saturation_high,Centroids_saturation_high+Farthest,100,64,-36
10311_results,Centroids_saturation_high,Centroids_saturation_high+ODAL,100,64,-36
10311_results,Centroids_saturation_high,Centroids_saturation_high+K-Center,100,55,-45
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+Top5Similarity,100,62,-38
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+Max Comp,100,49,-51
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+Min Comp,100,40,-60
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+Centroids_saturation_high,100,100,0
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+Centroids_saturation_low,100,100,0
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+Random,100,100,0
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+LHS,100,100,0
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+K-Means,100,78,-22
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+Farthest,100,62,-38
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+ODAL,100,62,-38
10311_results,Centroids_saturation_medium,Centroids_saturation_medium+K-Center,100,63,-37
10311_results,Centroids_saturation_low,Centroids_saturation_low+Top5Similarity,100,76,-24
10311_results,Centroids_saturation_low,Centroids_saturation_low+Max Comp,100,51,-49
10311_results,Centroids_saturation_low,Centroids_saturation_low+Min Comp,100,45,-55
10311_results,Centroids_saturation_low,Centroids_saturation_low+Centroids_saturation_high,100,100,0
10311_results,Centroids_saturation_low,Centroids_saturation_low+Centroids_saturation_medium,100,100,0
10311_results,Centroids_saturation_low,Centroids_saturation_low+Random,100,100,0
10311_results,Centroids_saturation_low,Centroids_saturation_low+LHS,100,100,0
10311_results,Centroids_saturation_low,Centroids_saturation_low+K-Means,100,100,0
10311_results,Centroids_saturation_low,Centroids_saturation_low+Farthest,100,89,-11
10311_results,Centroids_saturation_low,Centroids_saturation_low+ODAL,100,86,-14
10311_results,Centroids_saturation_low,Centroids_saturation_low+K-Center,100,67,-33
10311_results,Random,Random+Top5Similarity,100,63,-37
10311_results,Random,Random+Max Comp,100,52,-48
10311_results,Random,Random+Min Comp,100,42,-58
10311_results,Random,Random+Centroids_saturation_high,100,100,0
10311_results,Random,Random+Centroids_saturation_medium,100,100,0
10311_results,Random,Random+Centroids_saturation_low,100,100,0
10311_results,Random,Random+LHS,100,100,0
10311_results,Random,Random+K-Means,100,100,0
10311_results,Random,Random+Farthest,100,81,-19
10311_results,Random,Random+ODAL,100,76,-24
10311_results,Random,Random+K-Center,100,49,-51
10311_results,LHS,LHS+Top5Similarity,100,90,-10
10311_results,LHS,LHS+Max Comp,100,67,-33
10311_results,LHS,LHS+Min Comp,100,42,-58
10311_results,LHS,LHS+Centroids_saturation_high,100,100,0
10311_results,LHS,LHS+Centroids_saturation_medium,100,100,0
10311_results,LHS,LHS+Centroids_saturation_low,100,100,0
10311_results,LHS,LHS+Random,100,100,0
10311_results,LHS,LHS+K-Means,100,79,-21
10311_results,LHS,LHS+Farthest,100,66,-34
10311_results,LHS,LHS+ODAL,100,57,-43
10311_results,LHS,LHS+K-Center,100,70,-30
10311_results,K-Means,K-Means+Top5Similarity,100,100,0
10311_results,K-Means,K-Means+Max Comp,100,59,-41
10311_results,K-Means,K-Means+Min Comp,100,58,-42
10311_results,K-Means,K-Means+Centroids_saturation_high,100,89,-11
10311_results,K-Means,K-Means+Centroids_saturation_medium,100,78,-22
10311_results,K-Means,K-Means+Centroids_saturation_low,100,100,0
10311_results,K-Means,K-Means+Random,100,100,0
10311_results,K-Means,K-Means+LHS,100,79,-21
10311_results,K-Means,K-Means+Farthest,100,53,-47
10311_results,K-Means,K-Means+ODAL,100,61,-39
10311_results,K-Means,K-Means+K-Center,100,67,-33
10311_results,Farthest,Farthest+Top5Similarity,100,45,-55
10311_results,Farthest,Farthest+Max Comp,100,52,-48
10311_results,Farthest,Farthest+Min Comp,100,50,-50
10311_results,Farthest,Farthest+Centroids_saturation_high,100,64,-36
10311_results,Farthest,Farthest+Centroids_saturation_medium,100,62,-38
10311_results,Farthest,Farthest+Centroids_saturation_low,100,89,-11
10311_results,Farthest,Farthest+Random,100,81,-19
10311_results,Farthest,Farthest+LHS,100,66,-34
10311_results,Farthest,Farthest+K-Means,100,53,-47
10311_results,Farthest,Farthest+ODAL,100,45,-55
10311_results,Farthest,Farthest+K-Center,100,48,-52
10311_results,ODAL,ODAL+Top5Similarity,100,47,-53
10311_results,ODAL,ODAL+Max Comp,100,43,-57
10311_results,ODAL,ODAL+Min Comp,100,42,-58
10311_results,ODAL,ODAL+Centroids_saturation_high,100,64,-36
10311_results,ODAL,ODAL+Centroids_saturation_medium,100,62,-38
10311_results,ODAL,ODAL+Centroids_saturation_low,100,86,-14
10311_results,ODAL,ODAL+Random,100,76,-24
10311_results,ODAL,ODAL+LHS,100,57,-43
10311_results,ODAL,ODAL+K-Means,100,61,-39
10311_results,ODAL,ODAL+Farthest,100,45,-55
10311_results,ODAL,ODAL+K-Center,100,41,-59
10311_results,K-Center,K-Center+Top5Similarity,38,54,16
10311_results,K-Center,K-Center+Max Comp,38,36,-2
10311_results,K-Center,K-Center+Min Comp,38,44,6
10311_results,K-Center,K-Center+Centroids_saturation_high,38,55,17
10311_results,K-Center,K-Center+Centroids_saturation_medium,38,63,25
10311_results,K-Center,K-Center+Centroids_saturation_low,38,67,29
10311_results,K-Center,K-Center+Random,38,49,11
10311_results,K-Center,K-Center+LHS,38,70,32
10311_results,K-Center,K-Center+K-Means,38,67,29
10311_results,K-Center,K-Center+Farthest,38,48,10
10311_results,K-Center,K-Center+ODAL,38,41,3
10374_results,Top5Similarity,Top5Similarity+Max Comp,100,100,0
10374_results,Top5Similarity,Top5Similarity+Min Comp,100,52,-48
10374_results,Top5Similarity,Top5Similarity+Centroids_saturation_high,100,77,-23
10374_results,Top5Similarity,Top5Similarity+Centroids_saturation_medium,100,47,-53
10374_results,Top5Similarity,Top5Similarity+Centroids_saturation_low,100,49,-51
10374_results,Top5Similarity,Top5Similarity+Random,100,68,-32
10374_results,Top5Similarity,Top5Similarity+LHS,100,100,0
10374_results,Top5Similarity,Top5Similarity+K-Means,100,100,0
10374_results,Top5Similarity,Top5Similarity+Farthest,100,100,0
10374_results,Top5Similarity,Top5Similarity+ODAL,100,100,0
10374_results,Top5Similarity,Top5Similarity+K-Center,100,93,-7
10374_results,Max Comp,Max Comp+Top5Similarity,55,100,45
10374_results,Max Comp,Max Comp+Min Comp,55,47,-8
10374_results,Max Comp,Max Comp+Centroids_saturation_high,55,68,13
10374_results,Max Comp,Max Comp+Centroids_saturation_medium,55,69,14
10374_results,Max Comp,Max Comp+Centroids_saturation_low,55,67,12
10374_results,Max Comp,Max Comp+Random,55,55,0
10374_results,Max Comp,Max Comp+LHS,55,65,10
10374_results,Max Comp,Max Comp+K-Means,55,67,12
10374_results,Max Comp,Max Comp+Farthest,55,99,44
10374_results,Max Comp,Max Comp+ODAL,55,53,-2
10374_results,Max Comp,Max Comp+K-Center,55,50,-5
10374_results,Min Comp,Min Comp+Top5Similarity,100,52,-48
10374_results,Min Comp,Min Comp+Max Comp,100,47,-53
10374_results,Min Comp,Min Comp+Centroids_saturation_high,100,51,-49
10374_results,Min Comp,Min Comp+Centroids_saturation_medium,100,51,-49
10374_results,Min Comp,Min Comp+Centroids_saturation_low,100,44,-56
10374_results,Min Comp,Min Comp+Random,100,56,-44
10374_results,Min Comp,Min Comp+LHS,100,40,-60
10374_results,Min Comp,Min Comp+K-Means,100,51,-49
10374_results,Min Comp,Min Comp+Farthest,100,59,-41
10374_results,Min Comp,Min Comp+ODAL,100,72,-28
10374_results,Min Comp,Min Comp+K-Center,100,39,-61
10374_results,Centroids_saturation_high,Centroids_saturation_high+Top5Similarity,100,77,-23
10374_results,Centroids_saturation_high,Centroids_saturation_high+Max Comp,100,68,-32
10374_results,Centroids_saturation_high,Centroids_saturation_high+Min Comp,100,51,-49
10374_results,Centroids_saturation_high,Centroids_saturation_high+Centroids_saturation_medium,100,63,-37
10374_results,Centroids_saturation_high,Centroids_saturation_high+Centroids_saturation_low,100,61,-39
10374_results,Centroids_saturation_high,Centroids_saturation_high+Random,100,82,-18
10374_results,Centroids_saturation_high,Centroids_saturation_high+LHS,100,100,0
10374_results,Centroids_saturation_high,Centroids_saturation_high+K-Means,100,48,-52
10374_results,Centroids_saturation_high,Centroids_saturation_high+Farthest,100,100,0
10374_results,Centroids_saturation_high,Centroids_saturation_high+ODAL,100,100,0
10374_results,Centroids_saturation_high,Centroids_saturation_high+K-Center,100,100,0
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+Top5Similarity,100,47,-53
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+Max Comp,100,68,-32
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+Min Comp,100,51,-49
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+Centroids_saturation_high,100,64,-36
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+Centroids_saturation_low,100,66,-34
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+Random,100,100,0
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+LHS,100,100,0
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+K-Means,100,100,0
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+Farthest,100,100,0
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+ODAL,100,100,0
10374_results,Centroids_saturation_medium,Centroids_saturation_medium+K-Center,100,100,0
10374_results,Centroids_saturation_low,Centroids_saturation_low+Top5Similarity,71,49,-22
10374_results,Centroids_saturation_low,Centroids_saturation_low+Max Comp,71,67,-4
10374_results,Centroids_saturation_low,Centroids_saturation_low+Min Comp,71,44,-27
10374_results,Centroids_saturation_low,Centroids_saturation_low+Centroids_saturation_high,71,61,-10
10374_results,Centroids_saturation_low,Centroids_saturation_low+Centroids_saturation_medium,71,66,-5
10374_results,Centroids_saturation_low,Centroids_saturation_low+Random,71,100,29
10374_results,Centroids_saturation_low,Centroids_saturation_low+LHS,71,96,25
10374_results,Centroids_saturation_low,Centroids_saturation_low+K-Means,71,100,29
10374_results,Centroids_saturation_low,Centroids_saturation_low+Farthest,71,100,29
10374_results,Centroids_saturation_low,Centroids_saturation_low+ODAL,71,97,26
10374_results,Centroids_saturation_low,Centroids_saturation_low+K-Center,71,100,29
10374_results,Random,Random+Top5Similarity,100,68,-32
10374_results,Random,Random+Max Comp,100,55,-45
10374_results,Random,Random+Min Comp,100,56,-44
10374_results,Random,Random+Centroids_saturation_high,100,100,0
10374_results,Random,Random+Centroids_saturation_medium,100,100,0
10374_results,Random,Random+Centroids_saturation_low,100,100,0
10374_results,Random,Random+LHS,100,100,0
10374_results,Random,Random+K-Means,100,50,-50
10374_results,Random,Random+Farthest,100,100,0
10374_results,Random,Random+ODAL,100,100,0
10374_results,Random,Random+K-Center,100,79,-21
10374_results,LHS,LHS+Top5Similarity,100,100,0
10374_results,LHS,LHS+Max Comp,100,65,-35
10374_results,LHS,LHS+Min Comp,100,40,-60
10374_results,LHS,LHS+Centroids_saturation_high,100,100,0
10374_results,LHS,LHS+Centroids_saturation_medium,100,100,0
10374_results,LHS,LHS+Centroids_saturation_low,100,100,0
10374_results,LHS,LHS+Random,100,98,-2
10374_results,LHS,LHS+K-Means,100,67,-33
10374_results,LHS,LHS+Farthest,100,100,0
10374_results,LHS,LHS+ODAL,100,95,-5
10374_results,LHS,LHS+K-Center,100,100,0
10374_results,K-Means,K-Means+Top5Similarity,100,84,-16
10374_results,K-Means,K-Means+Max Comp,100,64,-36
10374_results,K-Means,K-Means+Min Comp,100,51,-49
10374_results,K-Means,K-Means+Centroids_saturation_high,100,48,-52
10374_results,K-Means,K-Means+Centroids_saturation_medium,100,100,0
10374_results,K-Means,K-Means+Centroids_saturation_low,100,100,0
10374_results,K-Means,K-Means+Random,100,50,-50
10374_results,K-Means,K-Means+LHS,100,67,-33
10374_results,K-Means,K-Means+Farthest,100,42,-58
10374_results,K-Means,K-Means+ODAL,100,50,-50
10374_results,K-Means,K-Means+K-Center,100,42,-58
10374_results,Farthest,Farthest+Top5Similarity,100,100,0
10374_results,Farthest,Farthest+Max Comp,100,99,-1
10374_results,Farthest,Farthest+Min Comp,100,48,-52
10374_results,Farthest,Farthest+Centroids_saturation_high,100,100,0
10374_results,Farthest,Farthest+Centroids_saturation_medium,100,100,0
10374_results,Farthest,Farthest+Centroids_saturation_low,100,100,0
10374_results,Farthest,Farthest+Random,100,100,0
10374_results,Farthest,Farthest+LHS,100,100,0
10374_results,Farthest,Farthest+K-Means,100,42,-58
10374_results,Farthest,Farthest+ODAL,100,100,0
10374_results,Farthest,Farthest+K-Center,100,100,0
10374_results,ODAL,ODAL+Top5Similarity,100,100,0
10374_results,ODAL,ODAL+Max Comp,100,53,-47
10374_results,ODAL,ODAL+Min Comp,100,72,-28
10374_results,ODAL,ODAL+Centroids_saturation_high,100,100,0
10374_results,ODAL,ODAL+Centroids_saturation_medium,100,100,0
10374_results,ODAL,ODAL+Centroids_saturation_low,100,97,-3
10374_results,ODAL,ODAL+Random,100,62,-38
10374_results,ODAL,ODAL+LHS,100,95,-5
10374_results,ODAL,ODAL+K-Means,100,50,-50
10374_results,ODAL,ODAL+Farthest,100,100,0
10374_results,ODAL,ODAL+K-Center,100,56,-44
10374_results,K-Center,K-Center+Top5Similarity,73,93,20
10374_results,K-Center,K-Center+Max Comp,73,50,-23
10374_results,K-Center,K-Center+Min Comp,73,39,-34
10374_results,K-Center,K-Center+Centroids_saturation_high,73,97,24
10374_results,K-Center,K-Center+Centroids_saturation_medium,73,100,27
10374_results,K-Center,K-Center+Centroids_saturation_low,73,100,27
10374_results,K-Center,K-Center+Random,73,78,5
10374_results,K-Center,K-Center+LHS,73,100,27
10374_results,K-Center,K-Center+K-Means,73,42,-31
10374_results,K-Center,K-Center+Farthest,73,100,27
10374_results,K-Center,K-Center+ODAL,73,56,-17
10399_results,Top5Similarity,Top5Similarity+Max Comp,100,43,-57
10399_results,Top5Similarity,Top5Similarity+Min Comp,100,79,-21
10399_results,Top5Similarity,Top5Similarity+Centroids_saturation_high,100,92,-8
10399_results,Top5Similarity,Top5Similarity+Centroids_saturation_medium,100,90,-10
10399_results,Top5Similarity,Top5Similarity+Centroids_saturation_low,100,90,-10
10399_results,Top5Similarity,Top5Similarity+Random,100,79,-21
10399_results,Top5Similarity,Top5Similarity+LHS,100,81,-19
10399_results,Top5Similarity,Top5Similarity+K-Means,100,100,0
10399_results,Top5Similarity,Top5Similarity+Farthest,100,76,-24
10399_results,Top5Similarity,Top5Similarity+ODAL,100,100,0
10399_results,Top5Similarity,Top5Similarity+K-Center,100,82,-18
10399_results,Max Comp,Max Comp+Top5Similarity,75,43,-32
10399_results,Max Comp,Max Comp+Min Comp,75,53,-22
10399_results,Max Comp,Max Comp+Centroids_saturation_high,75,100,25
10399_results,Max Comp,Max Comp+Centroids_saturation_medium,75,81,6
10399_results,Max Comp,Max Comp+Centroids_saturation_low,75,100,25
10399_results,Max Comp,Max Comp+Random,75,78,3
10399_results,Max Comp,Max Comp+LHS,75,73,-2
10399_results,Max Comp,Max Comp+K-Means,75,73,-2
10399_results,Max Comp,Max Comp+Farthest,75,58,-17
10399_results,Max Comp,Max Comp+ODAL,75,47,-28
10399_results,Max Comp,Max Comp+K-Center,75,77,2
10399_results,Min Comp,Min Comp+Top5Similarity,100,79,-21
10399_results,Min Comp,Min Comp+Max Comp,100,53,-47
10399_results,Min Comp,Min Comp+Centroids_saturation_high,100,75,-25
10399_results,Min Comp,Min Comp+Centroids_saturation_medium,100,85,-15
10399_results,Min Comp,Min Comp+Centroids_saturation_low,100,59,-41
10399_results,Min Comp,Min Comp+Random,100,81,-19
10399_results,Min Comp,Min Comp+LHS,100,59,-41
10399_results,Min Comp,Min Comp+K-Means,100,73,-27
10399_results,Min Comp,Min Comp+Farthest,100,75,-25
10399_results,Min Comp,Min Comp+ODAL,100,63,-37
10399_results,Min Comp,Min Comp+K-Center,100,75,-25
10399_results,Centroids_saturation_high,Centroids_saturation_high+Top5Similarity,100,92,-8
10399_results,Centroids_saturation_high,Centroids_saturation_high+Max Comp,100,100,0
10399_results,Centroids_saturation_high,Centroids_saturation_high+Min Comp,100,75,-25
10399_results,Centroids_saturation_high,Centroids_saturation_high+Centroids_saturation_medium,100,100,0
10399_results,Centroids_saturation_high,Centroids_saturation_high+Centroids_saturation_low,100,100,0
10399_results,Centroids_saturation_high,Centroids_saturation_high+Random,100,79,-21
10399_results,Centroids_saturation_high,Centroids_saturation_high+LHS,100,84,-16
10399_results,Centroids_saturation_high,Centroids_saturation_high+K-Means,100,77,-23
